"ABCIndicator","AdditionalDeviceData","Assembly","AssetLocation","AssetRoom","BasicSchedulingType","BusinessArea","ControllingArea","ControllingObjectClass","CreatedByUser","Equipment","EquipmentName","FunctionalArea","FunctionalLocation","LastChangeDateTime","LatestAcceptableCompletionDate","LocAcctAssgmtWBSElmntIntID","MainWorkCenter","MainWorkCenterInternalID","MainWorkCenterPlant","MainWorkCenterTypeCode","MaintObjectFreeDefinedAttrib","MaintObjectLocAcctAssgmtNmbr","MaintOrdBasicEndDate","MaintOrdBasicEndDateTime","MaintOrdBasicEndTime","MaintOrdBasicStartDate","MaintOrdBasicStartDateTime","MaintOrdBasicStartTime","MaintOrdPersonResponsible","MaintOrdProcessPhaseCode","MaintOrdProcessSubPhaseCode","MaintOrdSchedldBscEndDateTime","MaintOrdSchedldBscStrtDateTime","MaintOrderReferenceDate","MaintOrderReferenceDateTime","MaintOrderReferenceTime","MaintOrderRoutingNumber","MaintPriority","MaintPriorityType","MaintenanceActivityType","MaintenanceNotification","MaintenanceObjectList","MaintenanceOrder","MaintenanceOrderDesc","MaintenanceOrderInternalID","MaintenanceOrderPlanningCode","MaintenanceOrderType","MaintenancePlannerGroup","MaintenancePlanningPlant","MaintenancePlant","MaintenanceRevision","OperationSystemCondition","OrdIsNotSchedldAutomatically","OrderProcessingGroup","PlantSection","ProfitCenter","ReferenceElement","ResponsibleCostCenter","ScheduledBasicEndDate","ScheduledBasicEndTime","ScheduledBasicStartDate","ScheduledBasicStartTime","SerialNumber","SuperiorProjectNetwork","TechObjIsEquipOrFuncnlLoc","TechnicalObject","TechnicalObjectLabel","WBSElementInternalID","WorkCenter","WorkCenterInternalID","WorkCenterTypeCode"
"","","","R1_SEA_WA","","1","0001","USEA","OC","FATAH","","","","U-E-D-US-F-F0069-007","2019-10-09T07:57:43.000Z",,"0","EDOHR101","10000325","1001","A","","000000017787","2019-10-10","2019-10-10T04:00:00.000Z","04:00:00","2019-10-09","2019-10-09T04:00:00.000Z","04:00:00","","","","2019-10-09T13:00:00.000Z","2019-10-09T13:00:00.000Z","2019-10-10","2019-10-10T03:59:59.000Z","03:59:59","1000000605","","PM","","10000715",2717,"4000502","WO","OR000004000502","1","M06","001","1001","1001","","","","0","","USEAPROF","","OPS-REG-1","2019-10-09","13:00:00","2019-10-09","13:00:00","","","EAMS_FL","U-E-D-US-F-F0069-007","U-E-D-US-F-F0069-007","0","","0",""
"","","","R1_SEA_WA","","1","0001","USEA","OC","FATAH","","","","U-E-D-US-F-F0069-007","2019-10-09T08:05:59.000Z",,"0","EDOHR101","10000325","1001","A","","000000017789","2019-10-10","2019-10-10T04:00:00.000Z","04:00:00","2019-10-09","2019-10-09T04:00:00.000Z","04:00:00","","","","2019-10-09T13:00:00.000Z","2019-10-09T13:00:00.000Z","2019-10-10","2019-10-10T03:59:59.000Z","03:59:59","1000000606","","PM","","10000716",2718,"4000503","WO","OR000004000503","1","M06","001","1001","1001","","","","0","","USEAPROF","","OPS-REG-1","2019-10-09","13:00:00","2019-10-09","13:00:00","","","EAMS_FL","U-E-D-US-F-F0069-007","U-E-D-US-F-F0069-007","0","","0",""
"","","","R1_SEA_WA","","1","0001","USEA","OC","FATAH","","","","U-E-D-US-F-F0069-007","2019-10-09T08:41:16.000Z",,"0","EDOHR101","10000325","1001","A","","000000017791","2019-10-10","2019-10-10T04:00:00.000Z","04:00:00","2019-10-09","2019-10-09T04:00:00.000Z","04:00:00","","","","2019-10-09T19:24:00.000Z","2019-10-09T13:00:00.000Z","2019-10-10","2019-10-10T03:59:59.000Z","03:59:59","1000000607","","PM","","10000717",2719,"4000504","WO","OR000004000504","1","M06","001","1001","1001","","","","0","","USEAPROF","","OPS-REG-1","2019-10-09","19:24:00","2019-10-09","13:00:00","","","EAMS_FL","U-E-D-US-F-F0069-007","U-E-D-US-F-F0069-007","0","","0",""
"","","","R1_SEA_WA","","1","0001","USEA","OC","FATAH","","","","U-E-D-US-F-F0069-007","2019-10-10T08:53:34.000Z",,"0","EDOHR101","10000325","1001","A","","000000017795","2019-10-11","2019-10-11T04:00:00.000Z","04:00:00","2019-10-10","2019-10-10T04:00:00.000Z","04:00:00","","","","2019-10-10T19:24:00.000Z","2019-10-10T13:00:00.000Z","2019-10-11","2019-10-11T03:59:59.000Z","03:59:59","1000000608","","PM","","10000718",2720,"4000505","WO","OR000004000505","1","M06","001","1001","1001","","","","0","","USEAPROF","","OPS-REG-1","2019-10-10","19:24:00","2019-10-10","13:00:00","","","EAMS_FL","U-E-D-US-F-F0069-007","U-E-D-US-F-F0069-007","0","","0",""
"","","","R1_SEA_WA","","1","0001","USEA","OC","FATAH","","","","U-E-D-US-F-F0069-007","2019-10-14T01:51:03.000Z",,"0","EDOHR101","10000325","1001","A","","000000017812","2019-10-17","2019-10-17T04:00:00.000Z","04:00:00","2019-10-16","2019-10-16T04:00:00.000Z","04:00:00","","","","2019-10-16T19:24:00.000Z","2019-10-16T13:00:00.000Z","2019-10-17","2019-10-17T03:59:59.000Z","03:59:59","1000000621","","PM","","10000720",2767,"4000520","WO","OR000004000520","1","M06","001","1001","1001","","","","0","","USEAPROF","","OPS-REG-1","2019-10-16","19:24:00","2019-10-16","13:00:00","","","EAMS_FL","U-E-D-US-F-F0069-007","U-E-D-US-F-F0069-007","0","","0",""
"","","","R1_SEA_WA","","1","0001","USEA","OC","FATAH","","","","U-E-D-US-F-F0069-007","2019-10-14T02:24:18.000Z",,"0","EDOHR101","10000325","1001","A","","000000017814","2019-10-17","2019-10-17T04:00:00.000Z","04:00:00","2019-10-16","2019-10-16T04:00:00.000Z","04:00:00","","","","2019-10-16T19:24:00.000Z","2019-10-16T13:00:00.000Z","2019-10-17","2019-10-17T03:59:59.000Z","03:59:59","1000000622","","PM","","10000721",2768,"4000521","WO","OR000004000521","1","M06","001","1001","1001","","","","0","","USEAPROF","","OPS-REG-1","2019-10-16","19:24:00","2019-10-16","13:00:00","","","EAMS_FL","U-E-D-US-F-F0069-007","U-E-D-US-F-F0069-007","0","","0",""
"","","","","","1","","USEA","OC","RFEIGIN","","","","100000000156","2019-10-28T17:04:38.000Z",,"0","EDOHR101","10000325","1001","A","","000000017830","2019-10-29","2019-10-29T04:00:00.000Z","04:00:00","2019-10-28","2019-10-28T04:00:00.000Z","04:00:00","","","","2019-10-28T17:16:00.000Z","2019-10-28T13:00:00.000Z","2019-10-29","2019-10-29T03:59:59.000Z","03:59:59","1000000623","2","SM","S32","300000065",2776,"4000522","Install meter - H2O Apts, 3rd Floor","OR000004000522","","S03","001","1001","1001","","","","0","","USEAPROF","","OPS-REG-1","2019-10-28","17:16:00","2019-10-28","13:00:00","","","EAMS_FL","100000000156","100000000156","0","","0",""
"","","","","","1","","USEA","OC","RFEIGIN","","","","100000000156","2019-10-28T17:04:37.000Z",,"0","EDOHR101","10000325","1001","A","","000000017834","2019-10-29","2019-10-29T04:00:00.000Z","04:00:00","2019-10-28","2019-10-28T04:00:00.000Z","04:00:00","","","","2019-10-28T15:08:00.000Z","2019-10-28T13:00:00.000Z","2019-10-29","2019-10-29T03:59:59.000Z","03:59:59","1000000624","2","SM","S32","300000064",2774,"4000523","Install meter - H2O Apts, 3rd Floor","OR000004000523","","S03","001","1001","1001","","","","0","","USEAPROF","","OPS-REG-1","2019-10-28","15:08:00","2019-10-28","13:00:00","","","EAMS_FL","100000000156","100000000156","0","","0",""
"","","","","","1","","USEA","OC","RFEIGIN","","","","100000000159","2019-10-29T18:16:54.000Z",,"0","EDOHR101","10000325","1001","A","","000000017845","2019-10-30","2019-10-30T04:00:00.000Z","04:00:00","2019-10-29","2019-10-29T04:00:00.000Z","04:00:00","","","","2019-10-29T15:08:00.000Z","2019-10-29T13:00:00.000Z","2019-10-30","2019-10-30T03:59:59.000Z","03:59:59","1000000625","2","SM","S32","300000066",2778,"4000524","Install mtr; The Flats @ Interbay; Lvl 2","OR000004000524","","S03","","1001","1001","","","","0","","USEAPROF","","OPS-REG-1","2019-10-29","15:08:00","2019-10-29","13:00:00","","","EAMS_FL","100000000159","100000000159","0","","0",""
"","","","","","1","","USEA","OC","RFEIGIN","","","","100000000161","2020-05-07T04:39:50.000Z",,"0","EDOHR101","10000325","1001","A","","000000017852","2019-10-30","2019-10-30T04:00:00.000Z","04:00:00","2019-10-29","2019-10-29T04:00:00.000Z","04:00:00","","","","2019-10-29T15:08:00.000Z","2019-10-29T13:00:00.000Z","2019-10-30","2019-10-30T03:59:59.000Z","03:59:59","1000000626","2","SM","S32","300000067",2780,"4000525","Install meters; Axle Apts; Floor 2","OR000004000525","","S03","","1001","1001","","","","0","","USEAPROF","","OPS-REG-1","2019-10-29","15:08:00","2019-10-29","13:00:00","","","EAMS_FL","100000000161","100000000161","0","","0",""
"","","","","","1","","USEA","OC","BMANSI","","","","00001017","2023-07-28T13:23:27.000Z",,"0","FLT_TECH","10000422","2000","A","","000000017882","2023-07-29","2023-07-29T04:00:00.000Z","04:00:00","2023-07-28","2023-07-28T04:00:00.000Z","04:00:00","","","","2023-07-28T15:08:00.000Z","2023-07-28T12:00:00.000Z","2023-07-29","2023-07-29T03:59:59.000Z","03:59:59","1000000641","2","FL","","10000740",2867,"4000540","Repair Brakes - Squealing front left","OR000004000540","","VM01","FLT","2000","","","","","0","","USEAPROF","","AM-FM","2023-07-28","15:08:00","2023-07-28","12:00:00","","","EAMS_FL","00001017","00001017","0","","0",""
"","","","","","1","","USEA","OC","JMARVIN","","","","EM-00-01-DG-019","2019-12-10T01:37:02.000Z",,"0","FS-MECH","10000418","1201","A","","000000017903","2019-12-11","2019-12-11T05:00:00.000Z","05:00:00","2019-12-10","2019-12-10T05:00:00.000Z","05:00:00","","","","2019-12-10T16:08:00.000Z","2019-12-10T14:00:00.000Z","2019-12-10","2019-12-10T01:36:57.000Z","01:36:57","1000000661","3","PM","","10000750",2967,"4000560","Linux System Test","OR000004000560","2","M01","201","1201","1201","","","","0","","USEAPROF","","U_PROD_FS","2019-12-10","16:08:00","2019-12-10","14:00:00","","","EAMS_FL","EM-00-01-DG-019","EM-00-01-DG-019","0","","0",""
"","","","","","1","0001","USEA","OC","JMARVIN","10000006","25 kVA OH Transformer","","","2019-12-12T09:32:04.000Z",,"0","EDOHR101","10000325","1001","A","","000000017913","2019-12-14","2019-12-14T05:00:00.000Z","05:00:00","2019-12-13","2019-12-13T05:00:00.000Z","05:00:00","","","","2019-12-13T16:08:00.000Z","2019-12-13T14:00:00.000Z","2019-12-12","2019-12-12T09:30:19.000Z","09:30:19","1000000681","4","PM","","10000760",3067,"4000580","1909 Upgrade Post-test","OR000004000580","2","M01","001","1001","1001","","","","0","","USEAPROF","","OPS-REG-1","2019-12-13","16:08:00","2019-12-13","14:00:00","","","EAMS_EQUI","000000000010000006","10000006","0","","0","A"
"A","","","R2_STW_OH","","1","0001","USEA","OC","EHUDAK","","","","U-W-D-OH-M-44224-005","2020-02-05T21:02:57.000Z",,"0","WDMNS001","10000373","1801","A","","000000017915","2019-12-13","2019-12-13T05:00:00.000Z","05:00:00","2019-12-12","2019-12-12T05:00:00.000Z","05:00:00","","","","2019-12-12T14:00:00.000Z","2019-12-12T14:00:00.000Z","2019-12-13","2019-12-13T04:59:59.000Z","04:59:59","1000000682","2","PM","120","10000762",3068,"4000581","Patch Water line leak at Meadow Road","OR000004000581","2","M01","801","1801","1801","","","","0","","USEAPROF","","OPS-REG-1","2019-12-12","14:00:00","2019-12-12","14:00:00","","","EAMS_FL","U-W-D-OH-M-44224-005","U-W-D-OH-M-44224-005","0","","0",""
"","","","R2_STW_OH","","1","0001","USEA","OC","EHUDAK","","","","U-G-D-OH-M-44224-003","2021-02-16T18:07:53.000Z",,"0","GDUGR101","10000380","1301","A","","000000017917","2019-12-14","2019-12-14T05:00:00.000Z","05:00:00","2019-12-13","2019-12-13T05:00:00.000Z","05:00:00","","","","2019-12-13T12:00:00.000Z","2019-12-13T12:00:00.000Z","2019-12-14","2019-12-14T04:59:59.000Z","04:59:59","1000000683","1","PM","110","10000763",3069,"4000582","Repair Leak at Edgewood crossing","OR000004000582","2","M01","301","1301","1301","","","","0","","USEAPROF","","OPS-REG-1","2019-12-13","12:00:00","2019-12-13","12:00:00","","","EAMS_FL","U-G-D-OH-M-44224-003","U-G-D-OH-M-44224-003","0","","0",""
"","","","","","1","","USEA","OC","EHUDAK","","","","U-G-T-SW-M-PVW00-015","2019-12-16T16:21:45.000Z",,"0","GT_OPERS","10000428","8401","A","","000000017921","2019-12-17","2019-12-17T05:00:00.000Z","05:00:00","2019-12-16","2019-12-16T05:00:00.000Z","05:00:00","","","","2019-12-16T12:00:00.000Z","2019-12-16T12:00:00.000Z","2019-12-17","2019-12-17T04:59:59.000Z","04:59:59","1000000684","2","PM","110","10000766",3070,"4000583","Repair Leak at location noted","OR000004000583","2","M01","401","8401","8401","","","","0","","USEAPROF","","OPS-REG-1","2019-12-16","12:00:00","2019-12-16","12:00:00","","","EAMS_FL","U-G-T-SW-M-PVW00-015","U-G-T-SW-M-PVW00-015","0","","0",""
"","","","R2_STW_OH","","2","0001","USEA","OC","EHUDAK","","","","U-G-D-OH-M-44224-001","2019-12-20T13:51:35.000Z",,"0","GDUGR101","10000380","1301","A","","000000017933","2019-12-20","2019-12-20T13:51:00.000Z","13:51:00","2019-12-20","2019-12-20T13:51:00.000Z","13:51:00","","","","2019-12-19T21:00:00.000Z","2019-12-19T21:00:00.000Z","2019-12-20","2019-12-20T13:51:00.000Z","13:51:00","1000000701","3","PM","330","10000781",3167,"4000600","Adhoc Leak Survey 1500-3000","OR000004000600","1","M03","301","1301","1301","","","","0","","USEAPROF","","OPS-REG-1","2019-12-19","21:00:00","2019-12-19","21:00:00","","","EAMS_FL","U-G-D-OH-M-44224-001","U-G-D-OH-M-44224-001","0","","0",""
"C","","","R2_STW_OH","","1","0001","USEA","OC","RFEIGIN","10000231","Fused Cut-out Switch","","U-E-D-OH-F-44224-002","2020-01-09T03:04:54.000Z",,"0","EDOHR301","10000327","1001","A","CLOSED","000000017942","2020-01-09","2020-01-09T05:00:00.000Z","05:00:00","2020-01-08","2020-01-08T05:00:00.000Z","05:00:00","5","","","2020-01-08T14:00:00.000Z","2020-01-08T14:00:00.000Z","2020-01-09","2020-01-09T04:59:59.000Z","04:59:59","1000000721","","PM","","10000790",3267,"4000620","testing malfunction report via Fiori","OR000004000620","2","M01","001","1001","1001","","","","0","003","USEAPROF","","OPS-REG-3","2020-01-08","14:00:00","2020-01-08","14:00:00","","","EAMS_EQUI","000000000010000231","10000231","0","","0",""
"","","","R2_STW_OH","","2","0001","USEA","OC","JMARVIN","10000397","Fused Switch","","U-E-D-OH-F-44224-007","2020-01-22T06:45:23.000Z",,"0","EDOHR101","10000325","1001","A","","000000017961","2020-01-23","2020-01-23T05:00:00.000Z","05:00:00","2020-01-22","2020-01-22T05:00:00.000Z","05:00:00","","","","2020-01-27T16:08:00.000Z","2020-01-27T14:00:00.000Z","2020-01-22","2020-01-22T06:44:11.000Z","06:44:11","1000000745","","PM","","10000800",3371,"4000644","January 2020 refresh test","OR000004000644","1","M03","001","1001","1001","","","","0","","USEAPROF","","OPS-REG-1","2020-01-27","16:08:00","2020-01-27","14:00:00","","","EAMS_EQUI","000000000010000397","10000397","0","","0",""
"B","","","","","1","","USEA","OC","MSTENZIG","10000438","PRODUCT TANK 10","","NGPL-F-PT-PV10","2020-10-29T19:21:51.000Z",,"0","NGINSP","10000430","1701","A","","000000018510","2020-01-24","2020-01-24T05:00:00.000Z","05:00:00","2020-01-15","2020-01-15T05:00:00.000Z","05:00:00","","","","2020-01-23T16:08:00.000Z","2020-01-15T13:00:00.000Z","2020-01-28","2020-01-28T20:16:58.000Z","20:16:58","1000000746","4","PM","250","10000804",3372,"4000645","Tank Inspection","OR000004000645","2","M02","","1701","1701","SHTDWN","","","0","001","USEAPROF","","OPS-REG-1","2020-01-23","16:08:00","2020-01-15","13:00:00","","","EAMS_EQUI","000000000010000438","10000438","0","NGINSP","10000430","A"
"B","","","","","1","","USEA","OC","MSTENZIG","10000439","PRODUCT TANK 11","","NGPL-F-PT-PV11","2020-10-29T19:21:52.000Z",,"0","NGINSP","10000430","1701","A","","000000018512","2020-01-24","2020-01-24T05:00:00.000Z","05:00:00","2020-01-15","2020-01-15T05:00:00.000Z","05:00:00","","","","2020-01-23T16:08:00.000Z","2020-01-15T15:00:00.000Z","2020-01-28","2020-01-28T20:17:01.000Z","20:17:01","1000000747","4","PM","250","10000805",3373,"4000646","Tank Inspection","OR000004000646","2","M02","","1701","1701","SHTDWN","","","0","001","USEAPROF","","OPS-REG-1","2020-01-23","16:08:00","2020-01-15","15:00:00","","","EAMS_EQUI","000000000010000439","10000439","0","NGINSP","10000430","A"
"B","","","","","1","","USEA","OC","MSTENZIG","10000440","PRODUCT TANK 12","","NGPL-F-PT-PV12","2020-10-29T19:21:52.000Z",,"0","NGINSP","10000430","1701","A","","000000018514","2020-01-24","2020-01-24T05:00:00.000Z","05:00:00","2020-01-15","2020-01-15T05:00:00.000Z","05:00:00","","","","2020-01-23T16:08:00.000Z","2020-01-15T18:00:00.000Z","2020-01-28","2020-01-28T20:17:03.000Z","20:17:03","1000000748","4","PM","250","10000806",3374,"4000647","Tank Inspection","OR000004000647","2","M02","","1701","1701","SHTDWN","","","0","001","USEAPROF","","OPS-REG-1","2020-01-23","16:08:00","2020-01-15","18:00:00","","","EAMS_EQUI","000000000010000440","10000440","0","NGINSP","10000430","A"
"B","","","","","1","","USEA","OC","MSTENZIG","10000441","PRODUCT TANK 13","","NGPL-F-PT-PV13","2020-10-29T19:21:53.000Z",,"0","NGINSP","10000430","1701","A","","000000018516","2020-01-24","2020-01-24T05:00:00.000Z","05:00:00","2020-01-15","2020-01-15T05:00:00.000Z","05:00:00","","","","2020-01-23T16:08:00.000Z","2020-01-15T20:00:00.000Z","2020-01-28","2020-01-28T20:17:04.000Z","20:17:04","1000000749","4","PM","250","10000807",3375,"4000648","Tank Inspection","OR000004000648","2","M02","","1701","1701","SHTDWN","","","0","001","USEAPROF","","OPS-REG-1","2020-01-23","16:08:00","2020-01-15","20:00:00","","","EAMS_EQUI","000000000010000441","10000441","0","NGINSP","10000430","A"
"B","","","","","1","","USEA","OC","MSTENZIG","10000442","PRODUCT TANK 14","","NGPL-F-PT-PV14","2020-10-29T19:21:54.000Z",,"0","NGINSP","10000430","1701","A","","000000018518","2020-01-24","2020-01-24T05:00:00.000Z","05:00:00","2020-01-16","2020-01-16T05:00:00.000Z","05:00:00","","","","2020-01-23T16:08:00.000Z","2020-01-16T13:00:00.000Z","2020-01-28","2020-01-28T20:17:04.000Z","20:17:04","1000000750","4","PM","250","10000808",3376,"4000649","Tank Inspection","OR000004000649","2","M02","","1701","1701","SHTDWN","","","0","001","USEAPROF","","OPS-REG-1","2020-01-23","16:08:00","2020-01-16","13:00:00","","","EAMS_EQUI","000000000010000442","10000442","0","NGINSP","10000430","A"
"B","","","","","1","","USEA","OC","MSTENZIG","10000443","PRODUCT TANK 15","","NGPL-F-PT-PV15","2020-10-29T19:21:55.000Z",,"0","NGINSP","10000430","1701","A","","000000018520","2020-01-24","2020-01-24T05:00:00.000Z","05:00:00","2020-01-16","2020-01-16T05:00:00.000Z","05:00:00","","","","2020-01-23T16:08:00.000Z","2020-01-16T15:00:00.000Z","2020-01-28","2020-01-28T20:17:05.000Z","20:17:05","1000000751","4","PM","250","10000809",3377,"4000650","Tank Inspection","OR000004000650","2","M02","","1701","1701","SHTDWN","","","0","001","USEAPROF","","OPS-REG-1","2020-01-23","16:08:00","2020-01-16","15:00:00","","","EAMS_EQUI","000000000010000443","10000443","0","NGINSP","10000430","A"
"B","","","","","1","","USEA","OC","MSTENZIG","10000444","PRODUCT TANK 16","","NGPL-F-PT-PV16","2020-10-29T19:21:55.000Z",,"0","NGINSP","10000430","1701","A","","000000018522","2020-01-24","2020-01-24T05:00:00.000Z","05:00:00","2020-01-16","2020-01-16T05:00:00.000Z","05:00:00","","","","2020-01-23T16:08:00.000Z","2020-01-16T18:00:00.000Z","2020-01-28","2020-01-28T20:17:06.000Z","20:17:06","1000000752","4","PM","250","10000810",3378,"4000651","Tank Inspection","OR000004000651","2","M02","","1701","1701","SHTDWN","","","0","001","USEAPROF","","OPS-REG-1","2020-01-23","16:08:00","2020-01-16","18:00:00","","","EAMS_EQUI","000000000010000444","10000444","0","NGINSP","10000430","A"
"A","","","","","1","","USEA","OC","MSTENZIG","10000437","Flowserve API Process Pump HPX-MP","","NGPL-F-TN-P999","2020-10-29T19:21:56.000Z",,"0","NGINSP","10000430","1701","A","","000000018524","2020-01-24","2020-01-24T05:00:00.000Z","05:00:00","2020-01-16","2020-01-16T05:00:00.000Z","05:00:00","","","","2020-01-23T15:04:00.000Z","2020-01-16T20:00:00.000Z","2020-01-28","2020-01-28T20:17:07.000Z","20:17:07","1000000753","3","PM","250","10000811",3379,"4000652","Pump Inspection","OR000004000652","2","M02","","1701","1701","SHTDWN","","","0","","USEAPROF","","OPS-REG-1","2020-01-23","15:04:00","2020-01-16","20:00:00","","","EAMS_EQUI","000000000010000437","10000437","0","","0",""
"A","","","","","1","","USEA","OC","MSTENZIG","10000437","Flowserve API Process Pump HPX-MP","","NGPL-F-TN-P999","2020-10-29T19:21:57.000Z",,"0","NGMECH","10000432","1701","A","","000000018526","2020-01-24","2020-01-24T05:00:00.000Z","05:00:00","2020-01-16","2020-01-16T05:00:00.000Z","05:00:00","","","","2020-01-23T17:12:00.000Z","2020-01-16T21:00:00.000Z","2020-01-28","2020-01-28T20:17:09.000Z","20:17:09","1000000754","2","PM","100","10000812",3380,"4000653","Motor In-field Replacement","OR000004000653","2","M01","","1701","1701","SHTDWN","","","0","","USEAPROF","","OPS-REG-1","2020-01-23","17:12:00","2020-01-16","21:00:00","","","EAMS_EQUI","000000000010000437","10000437","0","","0",""
"A","","","","","1","","USEA","OC","MSTENZIG","10000429","HEAT EXCHANGER 10 - FINFAN","","NGPL-F-C1-HX10","2020-10-29T19:21:57.000Z",,"0","NGINSP","10000430","1701","A","","000000018528","2020-01-24","2020-01-24T05:00:00.000Z","05:00:00","2020-01-17","2020-01-17T05:00:00.000Z","05:00:00","","","","2020-01-23T17:12:00.000Z","2020-01-17T15:00:00.000Z","2020-01-28","2020-01-28T20:17:10.000Z","20:17:10","1000000755","3","PM","250","10000813",3381,"4000654","Heat Exchanger Inspection","OR000004000654","2","M02","","1701","1701","SHTDWN","","","0","","USEAPROF","","OPS-REG-1","2020-01-23","17:12:00","2020-01-17","15:00:00","","","EAMS_EQUI","000000000010000429","10000429","0","","0",""
"A","","","","","1","","USEA","OC","MSTENZIG","10000430","HEAT EXCHANGER 11 - FINFAN","","NGPL-F-C1-HX11","2020-10-29T19:21:58.000Z",,"0","NGINSP","10000430","1701","A","","000000018530","2020-01-24","2020-01-24T05:00:00.000Z","05:00:00","2020-01-17","2020-01-17T05:00:00.000Z","05:00:00","","","","2020-01-23T17:12:00.000Z","2020-01-17T19:00:00.000Z","2020-01-28","2020-01-28T20:17:11.000Z","20:17:11","1000000756","3","PM","250","10000814",3382,"4000655","Heat Exchanger Inspection","OR000004000655","2","M02","","1701","1701","SHTDWN","","","0","","USEAPROF","","OPS-REG-1","2020-01-23","17:12:00","2020-01-17","19:00:00","","","EAMS_EQUI","000000000010000430","10000430","0","","0",""
"A","","","","","1","","USEA","OC","MSTENZIG","10000431","HEAT EXCHANGER 12 - FINFAN","","NGPL-F-C1-HX12","2020-10-29T19:21:59.000Z",,"0","NGINSP","10000430","1701","A","","000000018532","2020-01-24","2020-01-24T05:00:00.000Z","05:00:00","2020-01-20","2020-01-20T05:00:00.000Z","05:00:00","","","","2020-01-23T17:12:00.000Z","2020-01-20T13:00:00.000Z","2020-01-28","2020-01-28T20:17:11.000Z","20:17:11","1000000757","3","PM","250","10000815",3383,"4000656","Heat Exchanger Inspection","OR000004000656","2","M02","","1701","1701","SHTDWN","","","0","","USEAPROF","","OPS-REG-1","2020-01-23","17:12:00","2020-01-20","13:00:00","","","EAMS_EQUI","000000000010000431","10000431","0","","0",""
"","","","","","1","","USEA","OC","JJUDD","","","","O-U-T-PL-T-P0001","2020-01-27T20:13:35.000Z",,"0","GT_OPERS","10000428","8401","A","","000000018543","2020-01-28","2020-01-28T05:00:00.000Z","05:00:00","2020-01-27","2020-01-27T05:00:00.000Z","05:00:00","","","","2020-01-27T12:00:00.000Z","2020-01-27T12:00:00.000Z","2020-01-28","2020-01-28T04:59:59.000Z","04:59:59","1000000758","2","PM","","10000818",3384,"4000657","Leak","OR000004000657","2","M01","401","8401","8401","","","","0","","USEAPROF","","OPS-REG-1","2020-01-27","12:00:00","2020-01-27","12:00:00","","","EAMS_FL","O-U-T-PL-T-P0001","O-U-T-PL-T-P0001","0","","0",""
"","","","","","1","","USEA","OC","JMARVIN","10000449","28JAN FROM IAM WITH EQX PRIMARY","","","2020-01-27T21:44:16.000Z",,"0","VEGMGT1","10000348","1001","A","","000000018548","2020-01-29","2020-01-29T05:00:00.000Z","05:00:00","2020-01-28","2020-01-28T05:00:00.000Z","05:00:00","","","","2020-01-28T14:00:00.000Z","2020-01-28T14:00:00.000Z","2020-01-29","2020-01-29T04:59:59.000Z","04:59:59","1000000759","4","PM","","10000819",3385,"4000658","Notification From IAM","OR000004000658","2","M01","","1001","","","","","0","","USEAPROF","","AM-VEGMGT","2020-01-28","14:00:00","2020-01-28","14:00:00","","","EAMS_EQUI","000000000010000449","10000449","0","","0",""
"B","","","","","1","","USEA","OC","MSTENZIG","10000438","PRODUCT TANK 10","","NGPL-F-PT-PV10","2020-10-29T19:21:59.000Z",,"0","NGINSP","10000430","1701","A","","000000018562","2020-01-23","2020-01-23T05:00:00.000Z","05:00:00","2020-01-22","2020-01-22T05:00:00.000Z","05:00:00","","","","2020-01-22T17:00:00.000Z","2020-01-22T15:00:00.000Z","2020-10-29","2020-10-29T16:59:05.000Z","16:59:05","1000000760","4","PM","250","10000821",3386,"4000659","Tank Inspection","OR000004000659","2","M02","","1701","1701","SHTDWN","","","0","001","USEAPROF","","OPS-REG-1","2020-01-22","17:00:00","2020-01-22","15:00:00","","","EAMS_EQUI","000000000010000438","10000438","0","NGINSP","10000430","A"
"B","","","","","1","","USEA","OC","MSTENZIG","10000439","PRODUCT TANK 11","","NGPL-F-PT-PV11","2020-10-29T19:22:00.000Z",,"0","NGINSP","10000430","1701","A","","000000018564","2020-01-23","2020-01-23T05:00:00.000Z","05:00:00","2020-01-22","2020-01-22T05:00:00.000Z","05:00:00","","","","2020-01-22T20:00:00.000Z","2020-01-22T18:00:00.000Z","2020-10-29","2020-10-29T16:59:07.000Z","16:59:07","1000000761","4","PM","250","10000822",3387,"4000660","Tank Inspection","OR000004000660","2","M02","","1701","1701","SHTDWN","","","0","001","USEAPROF","","OPS-REG-1","2020-01-22","20:00:00","2020-01-22","18:00:00","","","EAMS_EQUI","000000000010000439","10000439","0","NGINSP","10000430","A"
"B","","","","","1","","USEA","OC","MSTENZIG","10000440","PRODUCT TANK 12","","NGPL-F-PT-PV12","2020-10-29T19:22:01.000Z",,"0","NGINSP","10000430","1701","A","","000000018566","2020-01-23","2020-01-23T05:00:00.000Z","05:00:00","2020-01-22","2020-01-22T05:00:00.000Z","05:00:00","","","","2020-01-22T22:00:00.000Z","2020-01-22T20:00:00.000Z","2020-10-29","2020-10-29T16:59:09.000Z","16:59:09","1000000762","4","PM","250","10000823",3388,"4000661","Tank Inspection","OR000004000661","2","M02","","1701","1701","SHTDWN","","","0","001","USEAPROF","","OPS-REG-1","2020-01-22","22:00:00","2020-01-22","20:00:00","","","EAMS_EQUI","000000000010000440","10000440","0","NGINSP","10000430","A"
